SA2 Code,SA2 Name,Region (SA3),LGA Code,LGA Name,Total Businesses,Manufacturing Businesses,Healthcare Businesses,Tourism Businesses,Unemployment,Unemployment Rate (%),JobSeeker Payment,Labour Force,Value of building job(s),Number of dwellings approved,Resident Spend,Visitor Spend,House Price (Current),House Rent (P/W),Listing Visits per Property,Unit Price (Current),Unit Rent (P/W),Median Household Income,Total Population,Population Change 2023-24,Net overseas migration,Net internal migration,Natural increase in ERP,Median Age,% Under 20,% Over 69,% Born Overseas,% Language Other Than English,Population density 2024 (persons/km2),% Completed Year 12,% Bachelor Degree,% Indigenous,Total Indigenous,Homelessness,Age Pension,Pension Concession Card,Commonwealth Rent Assistance,Family Tax Benefit A,Youth Allowance (other),Parenting Payment Single,Health Care Card,Carer Allowance,Disability Support Pension,Airbnb Occupancy Rate,Airbnb ADR,Airbnb  Gross Revenue,Airbnb Active Listings,Index of Relative Socio-economic Advantage and Disadvantage,Index of Education and Occupation,Index of Relative Socio-economic Disadvantage ,Index of Economic Resources,"Assault Rate (per 1,000)","Theft Rate (per 1,000)","Intimidation, Stalking & Harassment Rate (per 1,000)","Malicious Damage to Property Rate (per 1,000)","Drug Offences Rate (per 1,000)"
104021091,Woolgoolga - Arrawarra,Coffs Harbour,11800,Coffs Harbour,1184.0,33.0,74.0,51.0,,,585.0,,,,,,,,,,,,15048.0,149.0,141.0,-24.0,32.0,,,,,,55.7,,,,,,2375.0,3735.0,1480.0,820.0,60.0,265.0,670.0,455.0,525.0,,,,,956.2209147,953.583019,972.1463664,987.7844608,,,,,
111011214,Warners Bay - Boolaroo,Lake Macquarie - East,14650,Lake Macquarie,1359.0,45.0,179.0,66.0,233.0,2.8,345.0,8280.0,84041.246,95.0,,,,,,,,1324.0,15268.0,132.0,58.0,41.0,33.0,43.0,22.94,16.88,11.25,4.66,1217.5,34.37,10.99,2.61,349.0,74.0,2145.0,3145.0,650.0,545.0,40.0,165.0,490.0,410.0,480.0,,,,,1011.315456,999.54929133,1029.13953,1020.797538,,,,,
111021217,Edgeworth - Cameron Park,Lake Macquarie - West,14650,Lake Macquarie,950.0,34.0,129.0,37.0,360.0,3.5,420.0,10359.0,59021.90699999999,130.0,,,,,,,,1606.0,18059.0,629.0,57.0,435.0,137.0,34.0,28.7,9.81,9.82,6.42,1157.0,28.61,6.75,5.32,756.0,79.0,1720.0,3080.0,935.0,880.0,75.0,260.0,780.0,570.0,650.0,,,,,991.410324,943.98279061,1021.429567,1043.935446,,,,,
118021654,South Coogee,Eastern Suburbs - South,16550,Randwick,,,,,,,,,,,,,,,,,,,5750.0,22.0,103.0,-87.0,6.0,,,,,,5078.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
115011290,Baulkham Hills (East),Baulkham Hills,17420,The Hills,2164.0,45.0,199.0,81.0,,,360.0,,63450.473,82.0,,,,,,,,2028.0,25103.0,126.0,522.0,-447.0,51.0,38.0,,,37.44,36.45,3021.5,51.24,17.52,0.54,124.0,31.0,2030.0,2760.0,565.0,695.0,25.0,85.0,685.0,335.0,340.0,,,,,1105.559665,1100.6562283,1078.970169,1073.022943,,,,,
108051170,Taree Surrounds,Taree - Gloucester,15240,Mid-Coast,,,,,219.0,3.8,,5783.0,,,,,,,,,,887.0,13457.0,131.0,23.0,124.0,-16.0,53.0,,,8.75,1.51,4.0,24.54,6.01,4.34,540.0,43.0,,,,,,,,,,,,,,,,,,,,,,
115031300,Kurrajong Heights - Ebenezer,Hawkesbury,13800,Hawkesbury,2705.0,151.0,79.0,57.0,,,375.0,,42399.106999999996,36.0,,,,,,,,1962.0,22436.0,76.0,83.0,-169.0,162.0,39.0,,,11.19,4.6,67.6,32.84,8.47,2.7,591.0,44.0,1740.0,2695.0,565.0,710.0,35.0,180.0,590.0,430.0,390.0,,,,,1041.085091,986.49382056,1061.633843,1110.224053,,,,,
121021579,Wahroonga (West) - Waitara,Hornsby,14000,Hornsby,,,,,,,,,90292.484,183.0,,,,,,,,1842.0,12513.0,189.0,444.0,-236.0,-19.0,37.0,,,53.6,50.46,5923.6,59.7,23.77,0.24,23.0,26.0,,,,,,,,,,,,,,,,,,,,,,
111011210,Mount Hutton - Windale,Lake Macquarie - East,14650,Lake Macquarie,388.0,12.0,41.0,21.0,417.0,9.4,520.0,4435.0,12228.94,36.0,,,,,,,,963.0,9677.0,59.0,28.0,51.0,-20.0,41.0,24.37,16.13,7.9,3.51,1544.5,23.18,5.12,7.5600000000000005,673.0,132.0,1365.0,3115.0,775.0,700.0,110.0,265.0,660.0,440.0,920.0,,,,,869.0429764,875.70433182,872.8455454,893.0806146,,,,,
106021116,Maitland - North,Maitland,15050,Maitland,651.0,18.0,60.0,14.0,74.0,1.5,125.0,4805.0,,,,,,,,,,1843.0,9162.0,97.0,28.0,39.0,30.0,39.0,29.87,11.23,7.0,2.18,129.9,35.53,11.79,2.7199999999999998,207.0,13.0,830.0,1195.0,240.0,295.0,25.0,75.0,295.0,195.0,170.0,,,,,1043.792142,1013.0668534,1063.682108,1091.711126,,,,,
106021618,Thornton - Millers Forest,Maitland,15050,Maitland,,,,,,,,,,,,,,,,,,,19023.0,972.0,50.0,693.0,229.0,,,,,,301.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
106021615,Rutherford (North) - Aberglasslyn,Maitland,15050,Maitland,,,,,,,,,,,,,,,,,,,19283.0,443.0,72.0,284.0,87.0,,,,,,141.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
117021636,Marrickville - North,Marrickville - Sydenham - Petersham,14170,Inner West,,,,,,,,,,,,,,,,,,,12880.0,310.0,248.0,3.0,59.0,,,,,,4567.5,,,,,,,,,,,,,,,,,,,,,,,,,,,
124041467,Windsor - Bligh Park,Richmond - Windsor,13800,Hawkesbury,,,,,,,,,21369.786,22.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122031697,Narrabeen - Wheeler Heights,Warringah,15990,Northern Beaches,,,,,,,,,,,,,,,,,,,11215.0,79.0,187.0,-16.0,-92.0,,,,,,3698.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
111031235,Wickham - Carrington - Tighes Hill,Newcastle,15900,Newcastle,1092.0,48.0,122.0,63.0,262.0,3.8,385.0,6871.0,29295.374,11.0,,,,,,,,1412.0,10211.0,307.0,132.0,134.0,41.0,35.0,17.21,7.96,11.39,6.75,2872.4,48.25,17.9,4.06,325.0,87.0,700.0,1425.0,700.0,250.0,40.0,80.0,480.0,135.0,380.0,,,,,1044.586722,1080.4280631,1033.375982,963.808195,,,,,
115011296,West Pennant Hills,Baulkham Hills,17420,The Hills,1440.0,25.0,161.0,31.0,,,120.0,,102907.64199999999,99.0,,,,,,,,2816.0,12513.0,13.0,156.0,-188.0,45.0,41.0,,,40.5,37.65,1598.3,60.88,23.17,0.29,37.0,12.0,840.0,1065.0,220.0,195.0,10.0,15.0,220.0,140.0,110.0,,,,,1161.036174,1147.4393363,1118.460938,1158.615865,,,,,
117031644,Sydney (North) - Millers Point,Sydney Inner City,17200,Sydney,,,,,,,,,,,,,,,,,,,8913.0,172.0,617.0,-480.0,35.0,,,,,,2774.7,,,,,,,,,,,,,,,,,,,,,,,,,,,
102011032,Gosford - Springfield,,11650,Central Coast (NSW),2629.0,150.0,335.0,120.0,459.0,3.6,1020.0,12894.0,156974.19700000001,184.0,41297000.0,6959000.0,1167166.6666666667,704.6666666666666,802.5,719166.6666666666,623.3333333333334,1197.0,22599.0,516.0,305.0,103.0,108.0,40.0,20.28,12.6,21.21,13.21,1336.2,41.12,12.29,2.8,527.0,160.0,2535.0,4840.0,1950.0,1040.0,100.0,325.0,1075.0,560.0,1150.0,,,,,986.3571993,1016.457161,983.4520278,939.2540527,9.76,39.66,10.89,11.69,12.87
102021049,Jilliby - Yarramalong,Wyong,11650,Central Coast (NSW),420.0,16.0,18.0,9.0,68.0,3.2,120.0,2133.0,64649.884000000005,7.0,601000.0,2437000.0,,,,,,1942.0,3566.0,68.0,21.0,34.0,13.0,43.0,25.82,10.83,10.6,3.16,10.3,35.56,9.68,2.62,88.0,48.0,260.0,465.0,160.0,130.0,15.0,30.0,150.0,75.0,75.0,,,,,1059.503457,1018.0904757,1060.227996,1126.610048,,,,,
125021478,Oatlands - Dundas Valley,Carlingford,16260,Parramatta,2039.0,59.0,158.0,69.0,434.0,3.9,630.0,11144.0,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,1630.0,2930.0,770.0,805.0,45.0,155.0,905.0,395.0,585.0,,,,,1048.994212,1071.6977803,1004.288886,1005.825671,,,,,
111031223,Beresfield - Hexham,Newcastle,15900,Newcastle,743.0,53.0,27.0,20.0,414.0,9.8,475.0,4238.0,75316.272,21.0,,,,,,,,1042.0,8680.0,41.0,50.0,-48.0,39.0,41.0,24.09,15.03,8.11,4.28,146.5,21.64,3.48,6.71,561.0,57.0,1240.0,2510.0,990.0,660.0,105.0,255.0,600.0,420.0,520.0,,,,,862.8614141,836.05722997,891.1234538,931.88521,,,,,
121021403,Asquith - Mount Colah,Hornsby,14000,Hornsby,,,,,,,,,33886.679000000004,35.0,,,,,,,,2188.0,23268.0,434.0,232.0,84.0,118.0,39.0,,,28.74,19.8,670.8,51.44,16.88,0.78,142.0,59.0,,,,,,,,,,,,,,,,,,,,,,
106021616,Rutherford (South) - Telarah,Maitland,15050,Maitland,,,,,,,,,,,,,,,,,,,9065.0,322.0,15.0,197.0,110.0,,,,,,230.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
115011291,Baulkham Hills (West) - Bella Vista,Baulkham Hills,17420,The Hills,6436.0,133.0,793.0,192.0,,,220.0,,286070.381,99.0,,,,,,,,2444.0,23086.0,283.0,451.0,-240.0,72.0,38.0,,,39.73,38.61,2123.4,55.76,19.07,0.4,81.0,18.0,1605.0,2135.0,370.0,480.0,10.0,55.0,490.0,275.0,250.0,,,,,1140.016698,1120.7936061,1102.841818,1132.027846,,,,,
102011035,Narara,,11650,Central Coast (NSW),336.0,10.0,35.0,11.0,117.0,2.9,180.0,4105.0,26976.964,16.0,284000.0,84000.0,997750.0,700.0,1519.0,750000.0,630.0,1559.0,7344.0,41.0,55.0,-63.0,49.0,39.0,27.03,9.63,16.94,8.16,953.5,38.17,9.74,3.57,237.0,35.0,690.0,1235.0,300.0,320.0,30.0,85.0,315.0,225.0,260.0,,,,,1005.726919,991.12779955,1025.545292,1045.64178,3.64,10.5,6.44,4.06,1.12
102011031,Erina - Green Point,Gosford,11650,Central Coast (NSW),1807.0,55.0,232.0,85.0,121.0,1.8,260.0,6897.0,40803.164000000004,17.0,67073000.0,5682000.0,1964000.0,838.6,815.2,2637500.0,669.3333333333334,1274.0,14680.0,4.0,130.0,60.0,-186.0,49.0,21.5,26.04,19.64,6.92,434.4,37.48,11.01,1.99,277.0,19.0,2835.0,3680.0,1180.0,425.0,25.0,100.0,445.0,390.0,445.0,,,,,1027.911971,1010.9429373,1033.060846,1047.373954,3.46,25.75,3.25,3.12,1.83
102011038,Saratoga - Davistown,Gosford,11650,Central Coast (NSW),589.0,20.0,34.0,13.0,50.0,1.3,135.0,3928.0,14339.347,7.0,1360000.0,120000.0,1355000.0,745.0,971.5,795000.0,580.0,1402.0,7348.0,66.0,49.0,1.0,16.0,42.0,24.05,16.95,12.73,3.15,1541.0,35.74,9.85,2.56,179.0,7.0,1010.0,1375.0,225.0,255.0,15.0,70.0,225.0,175.0,155.0,,,,,1027.763695,1000.2915981,1056.247625,1060.121593,0.42,3.35,2.37,1.54,0.14
117031647,Waterloo,Sydney Inner City,17200,Sydney,,,,,,,,,,,,,,,,,,,18291.0,444.0,1047.0,-668.0,65.0,,,,,,16131.1,,,,,,,,,,,,,,,,,,,,,,,,,,,
117031329,Darlinghurst,Sydney Inner City,17200,Sydney,2328.0,46.0,296.0,189.0,404.0,4.9,380.0,8301.0,,,,,,,,,,2158.0,11411.0,283.0,506.0,-246.0,23.0,35.0,,,38.75,21.08,13316.6,68.37,30.91,0.57,65.0,130.0,425.0,940.0,475.0,55.0,15.0,15.0,315.0,40.0,305.0,,,,,1154.52543,1175.1309831,1063.628654,902.1070125,,,,,
104021084,Coffs Harbour - North,Coffs Harbour,11800,Coffs Harbour,1379.0,47.0,161.0,66.0,,,1025.0,,,,,,,,,,,,18845.0,189.0,154.0,1.0,34.0,,,,,,734.2,,,,,,2775.0,5170.0,2390.0,1295.0,170.0,380.0,1235.0,705.0,1080.0,,,,,928.0232372,933.9008501,940.4949324,946.0205837,,,,,
121021578,Hornsby - West,Hornsby,14000,Hornsby,,,,,,,,,24420.871,35.0,,,,,,,,1828.0,10794.0,58.0,228.0,-186.0,16.0,39.0,,,39.8,35.04,1717.2,54.66,19.03,0.45,48.0,,,,,,,,,,,,,,,,,,,,,,,
111031225,Lambton - New Lambton,Newcastle,15900,Newcastle,1500.0,50.0,360.0,61.0,278.0,2.7,400.0,10299.0,63853.961,75.0,,,,,,,,1475.0,17693.0,153.0,136.0,-59.0,76.0,39.0,25.01,12.09,11.64,7.8,1677.3,41.93,14.76,2.6,429.0,112.0,1680.0,2840.0,860.0,495.0,45.0,130.0,680.0,345.0,675.0,,,,,1033.093489,1045.3702646,1033.799736,1002.818539,,,,,
108011151,Bulahdelah - Stroud,Great Lakes,15240,Mid-Coast,,,,,93.0,3.6,,2594.0,,,,,,,,,,990.0,5394.0,33.0,14.0,32.0,-13.0,49.0,,,8.55,1.78,2.3,23.88,5.38,5.42,256.0,13.0,,,,,,,,,,,,,,,,,,,,,,
102021055,Tuggerah - Kangy Angy,,11650,Central Coast (NSW),1053.0,57.0,69.0,54.0,76.0,2.6,135.0,2936.0,33359.899,2.0,39803000.0,10329000.0,800000.0,650.0,157.0,685000.0,580.0,1516.0,5296.0,14.0,54.0,-76.0,36.0,37.0,27.13,10.84,18.5,10.39,190.2,34.7,8.86,3.43,182.0,26.0,600.0,995.0,375.0,280.0,25.0,75.0,260.0,185.0,165.0,,,,,995.5707149,977.28913014,1012.630047,1025.910498,9.38,83.09,6.89,6.51,6.32
111021221,West Wallsend - Barnsley - Killingworth,Lake Macquarie - West,14650,Lake Macquarie,352.0,15.0,25.0,9.0,140.0,3.3,215.0,4215.0,23715.557,37.0,,,,,,,,1383.0,7453.0,72.0,15.0,3.0,54.0,37.0,25.58,10.09,4.99,1.94,102.7,21.9,4.6,5.6,363.0,24.0,910.0,1605.0,335.0,390.0,30.0,120.0,325.0,295.0,335.0,,,,,944.2991009,895.26385336,995.3989583,1027.283061,,,,,
115011621,Kellyville - East,Baulkham Hills,17420,The Hills,,,,,,,,,,,,,,,,,,,17679.0,-23.0,210.0,-286.0,53.0,,,,,,3081.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
102021044,Bateau Bay - Killarney Vale,Wyong,11650,Central Coast (NSW),1303.0,30.0,103.0,46.0,400.0,3.4,745.0,11600.0,32084.706999999995,37.0,22720000.0,1904000.0,1053500.0,710.0,1784.0,734166.6666666666,606.6666666666666,1246.0,22990.0,59.0,94.0,23.0,-58.0,41.0,25.31,16.16,10.71,3.27,2117.0,29.52,7.24,4.0,881.0,70.0,3360.0,5465.0,1465.0,1235.0,120.0,405.0,1035.0,740.0,915.0,28.0,239.90100835794192,95240.70031810294,53.032258,965.5907499,946.87887872,991.0340806,1003.815505,4.82,20.54,8.32,7.49,2.02
102011030,Calga - Kulnura,Gosford,11650,Central Coast (NSW),1273.0,98.0,50.0,35.0,60.0,2.2,175.0,2718.0,44770.873999999996,8.0,1481000.0,1829000.0,,,,,,1441.0,4694.0,19.0,32.0,-32.0,19.0,46.0,19.84,13.77,15.05,8.4,6.1,34.67,9.44,2.59,122.0,5.0,455.0,785.0,250.0,195.0,5.0,60.0,170.0,80.0,145.0,,,,,1020.67194,1003.3432912,1027.110056,1050.872826,,,,,
111011208,Charlestown - Dudley,Lake Macquarie - East,14650,Lake Macquarie,2206.0,69.0,358.0,76.0,544.0,3.8,730.0,14400.0,97245.227,88.0,,,,,,,,1398.0,25944.0,193.0,149.0,-78.0,122.0,39.0,24.96,12.92,10.14,6.15,1164.5,36.27,12.11,3.35,803.0,140.0,2690.0,4620.0,1175.0,1000.0,125.0,320.0,1040.0,635.0,935.0,,,,,1009.738256,1003.9354575,1025.44747,1009.389879,,,,,
115011558,Cherrybrook,Baulkham Hills,14000,Hornsby,1562.0,34.0,165.0,63.0,,,170.0,,21735.379,16.0,,,,,,,,2443.0,18948.0,-5.0,373.0,-395.0,17.0,42.0,,,47.6,42.22,2296.3,59.65,22.09,0.27,51.0,15.0,1410.0,1785.0,280.0,345.0,5.0,35.0,400.0,195.0,190.0,,,,,1151.602234,1143.839324,1109.72855,1133.941838,,,,,
117031336,Surry Hills,Sydney Inner City,17200,Sydney,5892.0,118.0,383.0,336.0,695.0,5.8,635.0,12024.0,,,,,,,,,,2144.0,17099.0,312.0,980.0,-657.0,-11.0,34.0,,,44.77,28.55,12989.2,68.73,29.9,0.99,162.0,351.0,910.0,1940.0,585.0,100.0,30.0,30.0,525.0,110.0,665.0,,,,,1137.907257,1163.7058374,1034.189503,879.1547125,,,,,
106031125,Williamtown - Medowie - Karuah,Port Stephens,16400,Port Stephens,967.0,46.0,65.0,42.0,260.0,3.2,490.0,8114.0,,,,,,,,,,1489.0,16615.0,560.0,55.0,434.0,71.0,39.0,27.25,12.47,9.05,2.62,45.5,28.08,5.96,5.97,816.0,96.0,2195.0,3520.0,1155.0,810.0,65.0,245.0,725.0,600.0,550.0,,,,,972.7232165,934.97691983,1005.121082,1042.056799,,,,,
111011206,Belmont - Bennetts Green,Lake Macquarie - East,14650,Lake Macquarie,1360.0,51.0,140.0,41.0,384.0,4.1,510.0,9267.0,58657.354999999996,65.0,,,,,,,,1281.0,17873.0,25.0,51.0,-24.0,-2.0,43.0,22.93,17.31,8.07,3.54,804.7,29.2,8.7,3.27,579.0,233.0,2730.0,4210.0,1090.0,720.0,75.0,215.0,670.0,520.0,745.0,,,,,977.1759082,953.41921712,1002.001552,1007.369269,,,,,
122031693,Collaroy - Collaroy Plateau,Warringah,15990,Northern Beaches,,,,,,,,,,,,,,,,,,,14155.0,157.0,237.0,-105.0,25.0,,,,,,3427.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
122031425,Cromer,Warringah,15990,Northern Beaches,998.0,74.0,36.0,24.0,181.0,4.0,85.0,4490.0,19600.814,14.0,,,,,,,,2002.0,8282.0,51.0,90.0,-69.0,30.0,42.0,,,24.15,13.1,1105.5,44.92,12.67,0.92,69.0,14.0,745.0,1000.0,165.0,135.0,5.0,25.0,115.0,110.0,115.0,,,,,1103.337623,1065.3948253,1082.417556,1112.999044,,,,,
106031119,Anna Bay,Port Stephens,16400,Port Stephens,462.0,15.0,23.0,21.0,83.0,2.8,220.0,2940.0,,,,,,,,,,1155.0,6791.0,100.0,34.0,64.0,2.0,46.0,20.38,22.16,11.92,3.18,99.8,27.95,7.42,2.7199999999999998,156.0,90.0,1495.0,2040.0,1010.0,255.0,15.0,70.0,245.0,240.0,240.0,,,,,966.7533502,941.51549975,1008.709978,1017.541566,,,,,
106031122,Raymond Terrace,Port Stephens,16400,Port Stephens,973.0,75.0,59.0,45.0,634.0,9.1,970.0,6957.0,,,,,,,,,,1084.0,15255.0,123.0,45.0,12.0,66.0,38.0,26.38,12.18,7.57,3.2800000000000002,139.3,23.14,4.2,8.19,1132.0,433.0,1850.0,4355.0,2195.0,1235.0,195.0,470.0,1255.0,765.0,1120.0,,,,,872.0987019,855.21574099,896.8834724,935.6891033,,,,,
102021051,Ourimbah - Fountaindale,Wyong,11650,Central Coast (NSW),495.0,32.0,40.0,14.0,60.0,2.1,150.0,2911.0,33199.113,4.0,2611000.0,841000.0,1200000.0,685.0,1860.0,697500.0,600.0,1669.0,4927.0,12.0,39.0,-60.0,33.0,39.0,25.3,9.54,14.85,5.33,43.2,39.32,11.41,2.62,127.0,11.0,380.0,705.0,235.0,220.0,20.0,70.0,245.0,130.0,135.0,,,,,1031.054724,1015.3158392,1052.044703,1064.05951,3.86,33.5,8.12,4.67,2.64
111031231,Shortland - Jesmond,Newcastle,15900,Newcastle,779.0,20.0,45.0,40.0,585.0,7.3,665.0,8066.0,57640.676,70.0,,,,,,,,992.0,13955.0,433.0,601.0,-219.0,51.0,26.0,23.36,10.94,28.29,25.63,1098.1,48.46,9.11,3.66,422.0,284.0,1180.0,2455.0,1510.0,570.0,110.0,175.0,1400.0,310.0,635.0,,,,,930.1371504,957.83400824,929.8849086,878.5124936,,,,,
102011036,Niagara Park - Lisarow,,11650,Central Coast (NSW),530.0,28.0,42.0,12.0,81.0,1.8,175.0,4560.0,7283.558999999999,6.0,7192000.0,755000.0,1107000.0,745.0,1522.0,751125.0,652.5,1665.0,8264.0,11.0,41.0,-37.0,7.0,39.0,27.5,11.18,15.29,5.42,493.9,38.29,10.23,2.09,168.0,14.0,865.0,1405.0,260.0,345.0,25.0,85.0,300.0,230.0,260.0,,,,,1023.505439,1004.8506166,1039.874661,1061.754717,3.17,13.54,5.37,3.9,1.1
106031121,Nelson Bay Peninsula,Port Stephens,16400,Port Stephens,1783.0,67.0,142.0,126.0,342.0,3.8,695.0,9074.0,,,,,,,,,,1097.0,22043.0,59.0,167.0,16.0,-124.0,52.0,18.07,26.09,15.6,4.85,464.3,31.9,8.23,2.86,601.0,332.0,4465.0,6220.0,1805.0,835.0,60.0,285.0,795.0,690.0,690.0,,,,,973.4654529,961.02803199,1002.266694,995.1667724,,,,,
111031224,Hamilton - Broadmeadow,Newcastle,15900,Newcastle,1966.0,41.0,327.0,101.0,431.0,5.5,700.0,7837.0,54212.846999999994,44.0,,,,,,,,1306.0,13162.0,181.0,137.0,61.0,-17.0,39.0,18.88,13.08,13.82,10.69,1951.0,45.33,16.59,3.43,406.0,159.0,1260.0,2555.0,785.0,335.0,50.0,135.0,705.0,235.0,665.0,,,,,1020.361977,1040.7904907,999.026016,950.8820218,,,,,
102021047,Chittaway Bay - Tumbi Umbi,,11650,Central Coast (NSW),1284.0,72.0,111.0,22.0,214.0,2.5,460.0,8729.0,45602.604,53.0,9207000.0,1070000.0,1065000.0,757.5,1330.0,672500.0,615.0,1466.0,16354.0,131.0,93.0,21.0,17.0,40.0,25.32,14.08,11.84,3.84,667.5,31.91,7.24,3.89,598.0,46.0,2030.0,3180.0,785.0,820.0,55.0,245.0,710.0,500.0,460.0,,,,,987.5615356,959.11533162,1018.250349,1041.733422,1.13,7.0,4.0,2.38,0.38
115041625,Rouse Hill - Beaumont Hills,Rouse Hill - McGraths Hill,17420,The Hills,,,,,,,,,,,,,,,,,,,18601.0,459.0,238.0,93.0,128.0,,,,,,2151.3,,,,,,,,,,,,,,,,,,,,,,,,,,,
122021420,Avalon - Palm Beach,Pittwater,15990,Northern Beaches,1869.0,50.0,97.0,63.0,233.0,3.3,140.0,7009.0,132107.099,48.0,,,,,,,,2169.0,13188.0,97.0,215.0,-121.0,3.0,47.0,,,22.27,5.97,1532.5,53.33,17.94,0.58,72.0,17.0,915.0,1150.0,205.0,205.0,5.0,50.0,215.0,90.0,90.0,,,,,1127.18875,1120.9686467,1102.040359,1115.737229,,,,,
111021219,Toronto - Awaba,Lake Macquarie - West,14650,Lake Macquarie,1035.0,51.0,86.0,44.0,408.0,6.2,580.0,6585.0,29601.468,44.0,,,,,,,,1199.0,14075.0,-26.0,52.0,1.0,-79.0,46.0,21.17,19.96,10.18,3.15,322.4,31.06,8.99,5.36,720.0,119.0,2335.0,3930.0,980.0,655.0,80.0,220.0,650.0,540.0,735.0,,,,,955.68479,946.2211372,974.8217506,980.8607023,,,,,
102011034,Kincumber - Picketts Valley,,11650,Central Coast (NSW),610.0,18.0,63.0,20.0,79.0,2.3,185.0,3475.0,6949.527,9.0,11332000.0,1031000.0,1210000.0,770.0,1573.0,696000.0,640.0,1100.0,7590.0,-8.0,45.0,-33.0,-20.0,47.0,22.87,24.42,15.15,3.8,647.8,34.38,8.93,2.83,207.0,15.0,1430.0,2000.0,300.0,305.0,15.0,85.0,270.0,230.0,285.0,20.0,380.1163750985028,17105.236879432625,9.193548,992.1550231,986.01723537,1012.642764,1019.273955,1.97,11.44,5.78,4.34,1.71
124041466,Richmond - Clarendon,Richmond - Windsor,13800,Hawkesbury,,,,,,,,,107250.23900000003,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122011418,Balgowlah - Clontarf - Seaforth,Manly,15990,Northern Beaches,2567.0,51.0,194.0,104.0,438.0,3.8,180.0,11647.0,138870.573,63.0,,,,,,,,2803.0,20884.0,52.0,345.0,-349.0,56.0,40.0,,,31.17,13.03,2744.1,56.11,23.03,0.34,68.0,36.0,815.0,1135.0,280.0,245.0,10.0,50.0,275.0,140.0,150.0,,,,,1171.592665,1165.3978868,1114.089743,1127.12783,,,,,
120021674,Annandale (NSW),Leichhardt,14170,Inner West,,,,,,,,,,,,,,,,,,,9933.0,127.0,199.0,-127.0,55.0,,,,,,6673.2,,,,,,,,,,,,,,,,,,,,,,,,,,,
117021637,Marrickville - South,Marrickville - Sydenham - Petersham,14170,Inner West,,,,,,,,,,,,,,,,,,,14497.0,102.0,370.0,-322.0,54.0,,,,,,4843.8,,,,,,,,,,,,,,,,,,,,,,,,,,,
117011324,Port Botany Industrial,Botany,16550,Randwick,161.0,11.0,0.0,3.0,,,5.0,,,,,,,,,,,0.0,9.0,0.0,0.0,0.0,0.0,46.0,,,30.0,50.0,3.2,0.0,0.0,0.0,0.0,,0.0,5.0,5.0,0.0,0.0,0.0,5.0,0.0,5.0,,,,,,,,,,,,,
122021422,Newport - Bilgola,Pittwater,15990,Northern Beaches,1843.0,61.0,116.0,52.0,297.0,3.7,160.0,8129.0,39062.12699999999,13.0,,,,,,,,2167.0,13846.0,144.0,180.0,-78.0,42.0,44.0,,,22.97,7.22,2388.1,53.62,18.15,0.45,59.0,22.0,905.0,1185.0,250.0,225.0,5.0,40.0,255.0,105.0,115.0,,,,,1131.368788,1120.3727354,1103.799944,1113.562868,,,,,
117031642,Redfern,Sydney Inner City,17200,Sydney,,,,,,,,,,,,,,,,,,,15359.0,357.0,724.0,-395.0,28.0,,,,,,9040.6,,,,,,,,,,,,,,,,,,,,,,,,,,,
102021052,Summerland Point - Gwandalan,Wyong,11650,Central Coast (NSW),360.0,20.0,27.0,11.0,106.0,3.1,265.0,3371.0,52779.141,107.0,1428000.0,218000.0,920000.0,650.0,1334.0,741900.0,525.0,1186.0,6915.0,161.0,21.0,110.0,30.0,44.0,22.92,16.52,10.82,4.0,753.3,24.9,4.75,4.89,282.0,16.0,1035.0,1720.0,445.0,420.0,25.0,140.0,350.0,265.0,265.0,,,,,935.0673036,889.80054585,981.4986444,1017.111041,,,,,
115011557,Castle Hill - West,Baulkham Hills,17420,The Hills,542.0,7.0,73.0,14.0,,,60.0,,709.0,1.0,,,,,,,,2849.0,5192.0,7.0,79.0,-94.0,22.0,37.0,,,41.16,40.85,3173.0,57.03,19.61,0.27,14.0,,315.0,430.0,70.0,90.0,5.0,10.0,125.0,65.0,45.0,,,,,1163.678672,1138.8038061,1120.436579,1162.782994,,,,,
125041490,North Rocks,Parramatta,16260,Parramatta,1136.0,54.0,88.0,36.0,79.0,1.5,100.0,5221.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,615.0,845.0,160.0,230.0,10.0,25.0,220.0,140.0,90.0,,,,,1120.125743,1109.5335095,1092.476575,1104.400759,,,,,
108051167,Gloucester,Taree - Gloucester,15240,Mid-Coast,,,,,83.0,3.5,,2383.0,,,,,,,,,,898.0,5366.0,20.0,15.0,18.0,-13.0,52.0,,,7.31,1.75,1.8,23.94,6.77,7.51,378.0,18.0,,,,,,,,,,,,,,,,,,,,,,
